,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC,Mise en œuvre du programme de réparation administrative et intégrale,Prise en charge des enfants,RE,1,1,08,RE.1.1.08,REPARATION _ Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _ Mise en œuvre du programme de réparation administrative et intégrale _ Prise en charge des enfants,RE11,REPARATION  _  Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _  Mise en œuvre du programme de réparation administrative et intégrale,,,,,,,,,,,,,,,,,,,REPARATION1,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC,Programme intérimaire  des victimes,Consultations des victimes,RE,1,2,01,RE.1.2.01,REPARATION _ Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _ Programme intérimaire  des victimes _ Consultations des victimes,RE12,REPARATION  _  Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _  Programme intérimaire  des victimes,,,,,,,,,,,,,,,,,,,REPARATION1,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC,Programme intérimaire  des victimes,Définition des critères,RE,1,2,02,RE.1.2.02,REPARATION _ Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _ Programme intérimaire  des victimes _ Définition des critères,RE12,REPARATION  _  Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _  Programme intérimaire  des victimes,,,,,,,,,,,,,,,,,,,REPARATION1,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC,Programme intérimaire  des victimes,Profilage et enquêtes de vulnérabilité,RE,1,2,03,RE.1.2.03,REPARATION _ Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _ Programme intérimaire  des victimes _ Profilage et enquêtes de vulnérabilité,RE12,REPARATION  _  Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _  Programme intérimaire  des victimes,,,,,,,,,,,,,,,,,,,REPARATION1,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC,Programme intérimaire  des victimes,Versements individuels,RE,1,2,04,RE.1.2.04,REPARATION _ Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _ Programme intérimaire  des victimes _ Versements individuels,RE12,REPARATION  _  Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _  Programme intérimaire  des victimes,,,,,,,,,,,,,,,,,,,REPARATION1,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC,Programme intérimaire  des victimes,Suivi économique,RE,1,2,05,RE.1.2.05,REPARATION _ Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _ Programme intérimaire  des victimes _ Suivi économique,RE12,REPARATION  _  Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _  Programme intérimaire  des victimes,,,,,,,,,,,,,,,,,,,REPARATION1,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC,Programme intérimaire  des victimes,Indemnisation,RE,1,2,06,RE.1.2.06,REPARATION _ Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _ Programme intérimaire  des victimes _ Indemnisation,RE12,REPARATION  _  Réparations individuelles-RSE Lancer les réparations pour victimes inscrites dans la LUC _  Programme intérimaire  des victimes,,,,,,,,,,,,,,,,,,,REPARATION1,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés        ,Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,Missions d’évaluations des conditions de retour,RE,2,1,01,RE.2.1.01,REPARATION _ Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _ Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo _ Missions d’évaluations des conditions de retour,RE21,REPARATION  _  Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _  Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,,,,,,,,,,,,,,,,,,,REPARATION2,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés        ,Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,Aménagement des espaces de transit,RE,2,1,02,RE.2.1.02,REPARATION _ Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _ Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo _ Aménagement des espaces de transit,RE21,REPARATION  _  Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _  Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,,,,,,,,,,,,,,,,,,,REPARATION2,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés        ,Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,Constructions solution durable (250 maisons),RE,2,1,03,RE.2.1.03,REPARATION _ Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _ Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo _ Constructions solution durable (250 maisons),RE21,REPARATION  _  Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _  Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,,,,,,,,,,,,,,,,,,,REPARATION2,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés        ,Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,Sensibilisations sur les conditions de retour,RE,2,1,04,RE.2.1.04,REPARATION _ Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _ Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo _ Sensibilisations sur les conditions de retour,RE21,REPARATION  _  Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _  Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,,,,,,,,,,,,,,,,,,,REPARATION2,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés        ,Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,Missions d’enregistrement des ménages éligibles au retour,RE,2,1,05,RE.2.1.05,REPARATION _ Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _ Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo _ Missions d’enregistrement des ménages éligibles au retour,RE21,REPARATION  _  Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _  Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,,,,,,,,,,,,,,,,,,,REPARATION2,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés        ,Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,Évaluations médicales et psychologiques finales,RE,2,1,06,RE.2.1.06,REPARATION _ Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _ Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo _ Évaluations médicales et psychologiques finales,RE21,REPARATION  _  Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _  Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,,,,,,,,,,,,,,,,,,,REPARATION2,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés        ,Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,Réunions techniques multipartites,RE,2,1,07,RE.2.1.07,REPARATION _ Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _ Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo _ Réunions techniques multipartites,RE21,REPARATION  _  Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _  Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,,,,,,,,,,,,,,,,,,,REPARATION2,,
,Dépenses opérationnelles,REPARATION,Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés        ,Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,Déploiement du retour,RE,2,1,08,RE.2.1.08,REPARATION _ Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _ Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo _ Déploiement du retour,RE21,REPARATION  _  Réparations individuelles-RSE Lancer le programme pilote de retour volontaire des déplacés des familles visés         _  Mise en œuvre du programme de retour volontaire pour 500 familles de déplacés à la Tshopo,,,,,,,,,,,,,,,,,,,REPARATION2,,
,Dépenses opérationnelles,REPARATION,Réparation collectives - Infrastructures,Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,Construction de centres communautaires,RE,3,1,01,RE.3.1.01,REPARATION _ Réparation collectives - Infrastructures _ Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer         _ Construction de centres communautaires,RE31,REPARATION  _  Réparation collectives - Infrastructures _  Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,,,,,,,,,,,,,,,,,,,REPARATION3,,
,Dépenses opérationnelles,REPARATION,Réparation collectives - Infrastructures,Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,Construction de maison des victimes,RE,3,1,02,RE.3.1.02,REPARATION _ Réparation collectives - Infrastructures _ Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer         _ Construction de maison des victimes,RE31,REPARATION  _  Réparation collectives - Infrastructures _  Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,,,,,,,,,,,,,,,,,,,REPARATION3,,
,Dépenses opérationnelles,REPARATION,Réparation collectives - Infrastructures,Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,Construction de centres de santé,RE,3,1,03,RE.3.1.03,REPARATION _ Réparation collectives - Infrastructures _ Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer         _ Construction de centres de santé,RE31,REPARATION  _  Réparation collectives - Infrastructures _  Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,,,,,,,,,,,,,,,,,,,REPARATION3,,
,Dépenses opérationnelles,REPARATION,Réparation collectives - Infrastructures,Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,Construction de établissements scolaires,RE,3,1,04,RE.3.1.04,REPARATION _ Réparation collectives - Infrastructures _ Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer         _ Construction de établissements scolaires,RE31,REPARATION  _  Réparation collectives - Infrastructures _  Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,,,,,,,,,,,,,,,,,,,REPARATION3,,
,Dépenses opérationnelles,REPARATION,Réparation collectives - Infrastructures,Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,Construction de mémoriaux,RE,3,1,05,RE.3.1.05,REPARATION _ Réparation collectives - Infrastructures _ Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer         _ Construction de mémoriaux,RE31,REPARATION  _  Réparation collectives - Infrastructures _  Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,,,,,,,,,,,,,,,,,,,REPARATION3,,
,Dépenses opérationnelles,REPARATION,Réparation collectives - Infrastructures,Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,Construction de temples,RE,3,1,06,RE.3.1.06,REPARATION _ Réparation collectives - Infrastructures _ Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer         _ Construction de temples,RE31,REPARATION  _  Réparation collectives - Infrastructures _  Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,,,,,,,,,,,,,,,,,,,REPARATION3,,
,Dépenses opérationnelles,REPARATION,Réparation collectives - Infrastructures,Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,Construire orphelinat,RE,3,1,07,RE.3.1.07,REPARATION _ Réparation collectives - Infrastructures _ Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer         _ Construire orphelinat,RE31,REPARATION  _  Réparation collectives - Infrastructures _  Réaliser les réparations collectives dans les zones d’intervention du Fonds pour les ouvrages à livrer        ,,,,,,,,,,,,,,,,,,,REPARATION3,,
